<START:location> Стрілковичі (49.5, 23.13333) <END>
<START:location> Viktoria Donetsk (48.0022, 37.81479) <END>
<START:location> Raipole (48.19972, 33.69193) <END>
<START:location> Semymohyly (49.42122, 33.37644) <END>
<START:location> Bilokorovychi (51.1174, 28.05033) <END>
<START:location> Yevhenivka (50.63628, 27.99333) <END>
<START:location> Chornyi Cheremosh (48.13267, 24.95859) <END>
<START:location> Yezerske (49.75, 35.95) <END>
<START:location> Stantsiia Boiarka (50.31791, 30.30111) <END>
<START:location> Petrivka (50.5787, 31.69972) <END>
<START:location> Chornyi Tashlyk (48.19168, 30.85048) <END>
<START:location> Sukhanivka (48.53269, 33.77352) <END>
<START:location> Ohiivka (49.08384, 35.76398) <END>
<START:location> Rusov (48.51819, 25.52725) <END>
<START:location> Palchyntsi (49.67927, 26.24094) <END>
<START:location> Kurytsyne (48.56352, 36.99839) <END>
<START:location> Borki (50.73333, 30.4) <END>
<START:location> Zupynochnyi Punkt 116 Km (47.65272, 34.59085) <END>
<START:location> Stantsiya Sekureny (48.44551, 27.37068) <END>
<START:location> Truytsa (50.15, 24.76667) <END>
<START:location> Zhuravlynyi Zakaznyk (50.74094, 34.73872) <END>
<START:location> Voronivtsi (49.79877, 26.26971) <END>
<START:location> La Garenne (49.49444, -2.54) <END>
<START:location> Velikaya Kuzheleva (48.88021, 27.10126) <END>
<START:location> Znamyanka (48.72066, 32.65822) <END>
<START:location> L'Aie (49.70972, -2.21361) <END>
<START:location> Shpendivka (49.84328, 30.61324) <END>
<START:location> Rybalivka (47.12567, 35.54059) <END>
<START:location> Яковлівка (49.82992, 36.14051) <END>
<START:location> Pushkari (52.19849, 33.2947) <END>
<START:location> Берегове (51.0661, 25.25292) <END>
<START:location> Verbove (51.04291, 34.61255) <END>
<START:location> Озерне (45.65067, 34.38327) <END>
<START:location> Leninskoye sel'skoye poselenye (45.25586, 35.91534) <END>
<START:location> Зубковичі (51.03725, 27.68666) <END>
<START:location> Le Gouffre (49.41639, -2.59778) <END>
<START:location> Хребет Узун-Сирт (45.01092, 35.24864) <END>
<START:location> Васильківці (49.09357, 26.07446) <END>
<START:location> Погоріле (50.10793, 37.12441) <END>
<START:location> Quesnard Point (49.72942, -2.15952) <END>
<START:location> Іскрівка (49.82231, 35.1767) <END>
<START:location> Чунишине (48.23532, 37.2044) <END>
<START:location> Гумниська (49.9675, 24.71691) <END>
<START:location> Великомихайлівський район (47.07761, 29.85056) <END>
<START:location> Рокитна Слобода (50.93333, 29.96667) <END>
<START:location> Підвербце (48.80219, 25.23065) <END>
<START:location> Козаче (49.80474, 35.0247) <END>
<START:location> Зеленовское сельское поселение (44.59514, 34.01032) <END>
<START:location> Печера Хаджихоба (44.91625, 34.45739) <END>
<START:location> Давидівка (50.28037, 28.50288) <END>
<START:location> Малинський районний кооперативний ринок (50.76469, 29.24201) <END>
<START:location> Нова Жадова (48.22485, 25.54733) <END>
<START:location> Красногусарівка (49.17333, 37.97722) <END>
<START:location> Старобердянський Заказник (46.92284, 35.48853) <END>
<START:location> Бяла (49.04272, 25.76321) <END>
<START:location> Благодарівка (46.97034, 31.71384) <END>
<START:location> Антонівка (46.77002, 30.09889) <END>
<START:location> Крохмальне (49.57447, 37.91537) <END>
<START:location> Мізяки (49.91259, 35.63378) <END>
<START:location> Бокове (48.51966, 37.03051) <END>
<START:location> Кримське (48.407, 37.86288) <END>
<START:location> Нікітівка (48.00694, 38.19278) <END>
<START:location> Качали (50.69775, 29.83384) <END>
<START:location> Чорне море Київ (46.48253, 30.72331) <END>
<START:location> Павленки (50.20111, 34.68444) <END>
<START:location> Подільська Височина (49, 28) <END>
<START:location> Греково-Олександрівка (47.40665, 38.18064) <END>
<START:location> Гракове (49.71885, 36.81538) <END>
<START:location> Приморська міська об'єднана територіальна громада (46.69409, 36.27275) <END>
<START:location> Село (51.8, 26.23333) <END>
<START:location> Мис Печерний (44.81648, 34.90978) <END>
<START:location> Степок (49.803, 28.18542) <END>
<START:location> Воробіївка (49.7, 28.08333) <END>
<START:location> Papkyne (51.58231, 33.51617) <END>
<START:location> Le Petit Beauregard (49.43083, -2.36917) <END>
<START:location> Готель Москва (44.9499, 34.1) <END>
<START:location> Катеринівка (47.87478, 37.34478) <END>
<START:location> Первомайське (47.42409, 38.13076) <END>
<START:location> Острів Вереміївський (49.35653, 32.60392) <END>
<START:location> Балтазарівка (46.41585, 33.40621) <END>
<START:location> Запорізьке (48.27213, 36.73146) <END>
<START:location> Володине (47.69577, 36.75004) <END>
<START:location> Гряниківка (49.83827, 37.70925) <END>
<START:location> Платформа 161 кілометр (48.65157, 35.26188) <END>
<START:location> Бужани (50.36256, 24.81486) <END>
<START:location> Гатка (49.68333, 28.15) <END>
<START:location> Могилівщина (50.25047, 32.42393) <END>
<START:location> Семакі (51.33333, 24.35) <END>
<START:location> Масалівка (51.56054, 32.52946) <END>
<START:location> Волошинівка (50.3173, 31.3191) <END>
<START:location> Ташанський парк (50.02674, 31.86203) <END>
<START:location> Олександрівський район (48.96475, 32.23562) <END>
<START:location> Вовчинець (49.74897, 28.56572) <END>
<START:location> Полтавка (47.15, 37.9) <END>
<START:location> Ященків (50.40799, 32.76131) <END>
<START:location> Верхньотузлове (47.88503, 39.5104) <END>
<START:location> Шпола (49.01291, 31.3926) <END>
<START:location> Шкільна вулиця (50.84047, 29.26895) <END>
<START:location> Ново-Олександрівка (47.86861, 39.48944) <END>
<START:location> Горпин (50.00638, 24.36802) <END>
<START:location> Сурша (48.54387, 26.76259) <END>
<START:location> Адалимівка (48.4609, 34.19564) <END>
<START:location> Stantsiia Urozhaina (45.50183, 34.29358) <END>
<START:location> Новогригорівка (48.36617, 38.41744) <END>
<START:location> Єлизаветівка (47.14492, 30.39049) <END>
<START:location> Парище (48.65942, 24.70042) <END>
<START:location> Трохименкове (50.97481, 34.73061) <END>
<START:location> Дачна Вулиця (46.39632, 30.74622) <END>
<START:location> Апостолівка (46.91833, 36.0125) <END>
<START:location> Руданці (49.95242, 24.25833) <END>
<START:location> Шалимівка (52.12832, 33.99245) <END>
<START:location> Троїцьке (49.36796, 33.53428) <END>
<START:location> Боржавське (48.25556, 23.03167) <END>
<START:location> Заказник Гладинський (48.36651, 24.09761) <END>
<START:location> Куркулак (47.27273, 35.64038) <END>
<START:location> Донброва (50.33333, 24.78333) <END>
<START:location> Валянівськ (48.06858, 39.52049) <END>
<START:location> Григорівка (47.40722, 37.89876) <END>
<START:location> Базалуки (49.13401, 33.69065) <END>
<START:location> Путивськ (51.94316, 33.27323) <END>
<START:location> Мостиська (49.7941667, 23.1525) <END>
<START:location> Озеро Західне (48.67719, 34.54628) <END>
<START:location> Рудки (51.42114, 29.79919) <END>
<START:location> Калинівка (48.3433, 36.83021) <END>
<START:location> Four Points By Sheraton Zaporozhye Hotel (47.82417, 35.21584) <END>
<START:location> Дудникове (47.84275, 35.61555) <END>
<START:location> Решуцьк (50.7055, 26.28012) <END>
<START:location> Ясна Поляна (47.53414, 31.92251) <END>
<START:location> Гора Бішулянська (45.45373, 36.21741) <END>
<START:location> Невідома річка (Вільшанка) (49.11133, 30.09232) <END>
<START:location> Єлизаветівка (48.91667, 34.61667) <END>
<START:location> Путілівка (48.06035, 37.79295) <END>
<START:location> Лиман Краснопер (46.75694, 36.85417) <END>
<START:location> Старий Порицьк (50.62967, 24.49151) <END>
<START:location> Лермонтовський (46.4718, 30.75647) <END>
<START:location> Сазонівка (49.70114, 37.2565) <END>
<START:location> Стульнево (50.17472, 36.22944) <END>
<START:location> Гришківка (50.56388, 29.06238) <END>
<START:location> Острів Катенка (45.42721, 29.2162) <END>
<START:location> Урочище Хомінське (51.49497, 27.94414) <END>
<START:location> Zolnia (51.08292, 27.51987) <END>
<START:location> Храм Святого Праведного Іоанна Кронштадтського (46.46319, 30.75775) <END>
<START:location> Вітрівка (48.17961, 34.34385) <END>
<START:location> Demydove (47.26454, 30.67488) <END>
<START:location> Урочище Великое Болото (52.21254, 33.51925) <END>
<START:location> Малокалинове (48.24006, 39.68572) <END>
<START:location> Зеленянка (48.28773, 28.85976) <END>
<START:location> Острогірське (47.69423, 30.50908) <END>
<START:location> Кривоносове (48.07237, 31.89839) <END>
<START:location> Лавіркове (50.73126, 33.17818) <END>
<START:location> Річище (51.29927, 31.11701) <END>
<START:location> Новопавлівка (47.66344, 30.55171) <END>
<START:location> Черкасівка (49.64171, 34.81484) <END>
<START:location> Запорізьке (47.38029, 37.65246) <END>
<START:location> Ужгород (48.6166667, 22.3) <END>
<START:location> Великі Солонці (49.28035, 34.42816) <END>
<START:location> Широка Гребля (49.57422, 28.8301) <END>
<START:location> Пісочна (49.44915, 23.96918) <END>
<START:location> Криниця (50.32949, 33.23961) <END>
<START:location> Чугуїв (49.83806, 36.64111) <END>
<START:location> Водяне (48.74379, 35.89703) <END>
<START:location> Щоків (51.4637, 25.90164) <END>
<START:location> Малий Прикіл (50.93581, 35.29879) <END>
<START:location> Покалів (51.35901, 28.59004) <END>
<START:location> Новосілля (47.47784, 32.89702) <END>
<START:location> Шопенка (49.30765, 36.64465) <END>
<START:location> Північний (48.59255, 37.81879) <END>
<START:location> Тернівка (48.5402778, 29.9677778) <END>
<START:location> Ульянівка (48.22171, 28.23033) <END>
<START:location> Гораєць (50.0418, 23.38971) <END>
<START:location> Новоіванівка (48.68413, 36.67401) <END>
<START:location> Гранітне (47.97176, 32.78768) <END>
<START:location> Бобровиця (50.74693, 31.3948) <END>
<START:location> Боркут (48.05, 24.06667) <END>
<START:location> Поташня (48.31534, 29.60846) <END>
<START:location> Ушиця (48.57714, 27.13131) <END>
<START:location> Яреськи (49.81767, 33.88182) <END>
<START:location> Женишківці (49.10304, 27.37924) <END>
<START:location> Buimer (50.52945, 34.77083) <END>
<START:location> Зажече (49.81667, 24.9) <END>
<START:location> Styla (47.69647, 37.84557) <END>
<START:location> Велика Добронь (48.41979, 22.38857) <END>
<START:location> Комишова Бухта (44.58322, 33.42417) <END>
<START:location> Prudentove (46.8059, 35.98255) <END>
<START:location> Зорівка (47.85, 36.05) <END>
<START:location> Гагарінський район (44.59217, 33.43925) <END>
<START:location> Безпалівка (49.59629, 36.16858) <END>
<START:location> Malyye Khursy (49.99446, 34.13009) <END>
<START:location> Riaske (49.18263, 34.91201) <END>
<START:location> Mangup (44.50654, 33.91891) <END>
<START:location> Володимирівка (50.88881, 30.13016) <END>
<START:location> Дубно (50.38683, 25.75372) <END>
<START:location> Пивострів Великий Дзенджик (46.6374, 36.76592) <END>
