<START:location> Strilkovychi (49.5, 23.13333) <END>
<START:location> Politanky (48.63903, 28.12891) <END>
<START:location> Mizhhirne Vodoskhovyshche (45.06273, 33.77245) <END>
<START:location> Sosnivka (48.53621, 35.95072) <END>
<START:location> Raihorod (49.10097, 31.99469) <END>
<START:location> Dubki (44.93581, 34.02355) <END>
<START:location> Zashkiv (49.95376, 23.98657) <END>
<START:location> Hlukhivtsi (49.77149, 28.72976) <END>
<START:location> Naberezhne (49.28287, 33.27404) <END>
<START:location> Yasna Poliana (47.37882, 35.11753) <END>
<START:location> Zhadany (49.0679, 29.38511) <END>
<START:location> Spokoynoye (45.07846, 34.20124) <END>
<START:location> Zahrunivka (50.09884, 34.13313) <END>
<START:location> Chudivka (51.8763, 30.99715) <END>
<START:location> Yerkiv (50.85986, 31.0645) <END>
<START:location> Polova (50.08932, 36.00932) <END>
<START:location> Derevechka (48.27659, 39.79695) <END>
<START:location> La Collinette (49.43167, -2.35333) <END>
<START:location> Heorhiivka (47.29569, 34.24248) <END>
<START:location> Antonivka (48.82355, 31.34734) <END>
<START:location> Nezhukhiv (49.27217, 23.78876) <END>
<START:location> Peredovoye (44.5094, 33.82902) <END>
<START:location> Novohryshyne (48.41668, 37.02634) <END>
<START:location> Rozivka Raion (47.3944, 37.07101) <END>
<START:location> Petits Moulinets (49.50444, -2.55944) <END>
<START:location> Ivanivka (47.8, 31.66667) <END>
<START:location> Yosipivtsi (50.15357, 26.31958) <END>
<START:location> Novoselivka (47.13188, 31.68828) <END>
<START:location> Artëmovskiy Rayon (48.56667, 39.33333) <END>
<START:location> Khram Svyatykh Vrachey Bessrebrenikov Kosmy I Damiana (46.44343, 30.70797) <END>
<START:location> Starytsia (47.13529, 33.28361) <END>
<START:location> Nedaivoda (48.13715, 33.37477) <END>
<START:location> Spas (49.39549, 22.97109) <END>
<START:location> Chervetsov (51.38333, 33.83333) <END>
<START:location> Girki (48.88333, 24.15) <END>
<START:location> Kryvonosove (48.58904, 34.08373) <END>
<START:location> Sadky (49.00538, 33.47182) <END>
<START:location> Hudia (48.11482, 23.1264) <END>
<START:location> Petropillia, Kupiansk (49.64597, 37.13329) <END>
<START:location> Mala Pereshchepynska (49.39952, 34.51892) <END>
<START:location> Balta (47.93596, 29.62225) <END>
<START:location> Dubyna (49.29041, 29.75045) <END>
<START:location> Stepova Dolyna (46.77885, 32.18456) <END>
<START:location> Savulivka (49.92907, 32.73185) <END>
<START:location> Stav Kudriavka (51.71553, 26.09185) <END>
<START:location> Dubiahy (50.19416, 34.49635) <END>
<START:location> Druzhne (49.68413, 26.98866) <END>
<START:location> Dibrivka (47.86694, 29.41126) <END>
<START:location> Stepove (49.82869, 34.94602) <END>
<START:location> Avunda (44.54182, 34.27848) <END>
<START:location> Kalinina (47.65219, 34.09823) <END>
<START:location> Stantsiya Pukov (49.38148, 24.68636) <END>
<START:location> Novoandriivka (48.10674, 37.04053) <END>
<START:location> Novotoretske (48.28767, 37.41529) <END>
<START:location> Il’kovtsy (49.79308, 26.30338) <END>
<START:location> Baydukov (47.83673, 32.16037) <END>
<START:location> Tabory (50.27658, 27.59873) <END>
<START:location> Cherevakha (51.27825, 25.44631) <END>
<START:location> Svitlopil (48.59674, 32.81431) <END>
<START:location> Halytsya (48.58781, 27.32468) <END>
<START:location> Vodopoynoye (45.59078, 32.93618) <END>
<START:location> Kantemyr (46.33717, 29.1531) <END>
<START:location> Popeliukhy (48.21579, 28.97181) <END>
<START:location> Nechaivka (51.30783, 33.67101) <END>
<START:location> Kudriave (46.50825, 33.52466) <END>
<START:location> Hora Kaminnyi Kopets (49.09736, 23.76759) <END>
<START:location> Stantsiia Tereshchenska (51.76667, 33.48333) <END>
<START:location> Balakleyskiy Rayon (49.5, 36.83333) <END>
<START:location> Uvyn (50.34093, 24.90743) <END>
<START:location> Shchyrets (49.51277, 23.92038) <END>
<START:location> Malokhatka (49.11298, 38.80591) <END>
<START:location> Novofedorovskoye sel'skoye poselenye (45.09413, 33.57113) <END>
<START:location> Bukovina (48, 25.5) <END>
<START:location> Rozdol (47.28077, 35.3918) <END>
<START:location> Katerynivka (49.18146, 37.86152) <END>
<START:location> Peshera (48.05686, 23.85881) <END>
<START:location> Razvaliny Prichal’noye (45.04288, 36.12263) <END>
<START:location> Rouge Cane (49.41167, -2.38111) <END>
<START:location> Zolotnyky (49.28808, 25.38672) <END>
<START:location> Skorykivka (49.81503, 32.08513) <END>
<START:location> Mostyshche (51.1, 27.26667) <END>
<START:location> Ivanopil (49.8606, 28.21561) <END>
<START:location> Broshevanovka (47.06667, 30.16667) <END>
<START:location> Humnyshche (50.41474, 25.16132) <END>
<START:location> Verbova Balka (47.83255, 38.07887) <END>
<START:location> Budënnyy (48.9, 32.95) <END>
<START:location> Torchytsia (49.43134, 30.0153) <END>
<START:location> Stantsiya Bohacheve (49.01765, 31.04553) <END>
<START:location> Sokolivka (47.33149, 32.92923) <END>
<START:location> Yatsyne-Okari (49.99974, 34.39155) <END>
<START:location> Yakivka (48.66238, 25.17103) <END>
<START:location> Brunetivka (51.47865, 24.54472) <END>
<START:location> Poveykovka (49.59778, 37.27167) <END>
<START:location> Nenadivka (49.04848, 34.61575) <END>
<START:location> Voroniaky (49.77951, 24.89428) <END>
<START:location> Gogoli (49.12179, 27.36898) <END>
<START:location> Pishchane (47.86543, 36.17752) <END>
<START:location> Ptyche (47.64827, 31.1356) <END>
<START:location> Rubanka (50.95453, 32.81218) <END>
<START:location> Behendiatska Pastil (48.8607, 22.50604) <END>
<START:location> Ivanychi (50.89227, 26.376) <END>
<START:location> Hryniv Yar (49.90594, 34.9901) <END>
<START:location> Dubrovka (44.91371, 33.83998) <END>
<START:location> Korolivshchyna (50.7962, 33.19124) <END>
<START:location> Vydava (50.05184, 26.6756) <END>
<START:location> Fourquie (49.71667, -2.36667) <END>
<START:location> Kapky (48.65646, 28.77535) <END>
<START:location> Nova Krasnoshora (48.06417, 25.54637) <END>
<START:location> Pereval Sinor (44.8888, 35.06777) <END>
<START:location> Verbiv (49.23221, 25.13068) <END>
<START:location> Nova Vysun (47.96624, 32.84238) <END>
<START:location> Yuzefinska Dacha (51.55144, 27.36174) <END>
<START:location> Antonivka (48.10082, 31.47083) <END>
<START:location> Міусинськ (48.07, 38.9) <END>
<START:location> Maison Pommier Lodge (49.44139, -2.35861) <END>
<START:location> Dunyuv (49.93295, 24.51523) <END>
<START:location> Shkol’noye (45.05758, 33.89737) <END>
<START:location> Shabelnyky (49.21917, 32.57772) <END>
<START:location> Rodnoye (45.71066, 34.62042) <END>
<START:location> Tsarivka (49.83584, 38.4431) <END>
<START:location> Ovrag Ambarnyy (49.23033, 38.40319) <END>
<START:location> Nizovka (45.56033, 33.04552) <END>
<START:location> Mys Nikitin (44.50611, 34.24885) <END>
<START:location> Horkove (50.72156, 33.99941) <END>
<START:location> Chortovets (48.71059, 25.27365) <END>
<START:location> Cherkaski Tyshky (50.12169, 36.40149) <END>
<START:location> Drahomanove (46.33662, 34.95932) <END>
<START:location> Добромиль (49.5666667, 22.7833333) <END>
<START:location> Solntsevo (47.61667, 36.76667) <END>
<START:location> Zbytyn (50.38123, 25.87757) <END>
<START:location> Krekhivka (49.26206, 24.28759) <END>
<START:location> Nikiforovskiy (47.91667, 35.36667) <END>
<START:location> Vatyn (50.64878, 24.87806) <END>
<START:location> Poniativka (46.90434, 30.17038) <END>
<START:location> Zarichne (49.21227, 24.20531) <END>
<START:location> Pivdennoukrainsk (47.82879, 31.17513) <END>
<START:location> Sterche (48.0321, 26.03533) <END>
<START:location> Vishnëvka (48.56047, 25.38043) <END>
<START:location> Shcherbivtsi (48.82778, 27.38671) <END>
<START:location> Ivanovka (48.76972, 38.50861) <END>
<START:location> Bohodukhiv (50.15439, 35.47947) <END>
<START:location> Huta (51.74301, 33.6286) <END>
<START:location> Zolotarivka (50.47686, 34.69501) <END>
<START:location> Stantsiya Moshchanitsa (51.23831, 28.35364) <END>
<START:location> Novo-Ukrainka (47.63333, 36.95) <END>
<START:location> Promin (48.41745, 34.86484) <END>
<START:location> Bortkiv (49.84904, 24.63198) <END>
<START:location> Bezuhlivka (51.9939, 31.90986) <END>
<START:location> Zupynochnyi Punkt Cherniavka (49.96636, 29.62267) <END>
<START:location> Bila (50.58937, 25.02088) <END>
<START:location> Stepnyi (49.34448, 35.38748) <END>
<START:location> Slobodzeya (46.88333, 30.1) <END>
<START:location> Snizhne (48.02612, 38.77225) <END>
<START:location> Aleyevo (51.39667, 34.14639) <END>
<START:location> Edelweis (50.4673, 30.62921) <END>
<START:location> Rymarivka (47.34106, 29.42052) <END>
<START:location> Osykove (50.18964, 29.11183) <END>
<START:location> Rozlyv (46.62418, 32.37474) <END>
<START:location> Zelene (47.63361, 38.10584) <END>
<START:location> Zarech’ye (51.15, 27.56667) <END>
<START:location> Zhelibory (49.24548, 24.74391) <END>
<START:location> Novoukrainske (47.79687, 38.78665) <END>
<START:location> Zemlianki II (48.13333, 37.96667) <END>
<START:location> Lisove (48.8419, 32.33188) <END>
<START:location> Novozaritske (47.50655, 29.80152) <END>
<START:location> Ozerne (50.27215, 37.56956) <END>
<START:location> Kushchuvakha (49.49139, 37.49583) <END>
<START:location> Surske (48.31009, 34.59881) <END>
<START:location> Verkhnii Byshkyn (49.48862, 36.34041) <END>
<START:location> Zamhlai (51.51248, 31.44478) <END>
<START:location> Sukhareva Balka (48.28239, 36.82316) <END>
<START:location> Ustinovka (48.99371, 31.27722) <END>
<START:location> Zoria (50.72903, 26.02471) <END>
<START:location> Stantsiya Yanov (51.39481, 30.05979) <END>
<START:location> Malyy Kuyalnik (46.87082, 30.45676) <END>
<START:location> Probizhna (49.02174, 25.98127) <END>
<START:location> Kyivske Vodoskhovyshche (50.89438, 30.49839) <END>
<START:location> Bilenke (48.76589, 37.63309) <END>
<START:location> Nyzki Tsevelychi (50.70151, 24.6388) <END>
<START:location> Kamenka (48.86746, 38.16515) <END>
<START:location> Veselynivka (50.24237, 31.27365) <END>
<START:location> Spiridonovka (46.21667, 33.4) <END>
<START:location> Rudky (49.79961, 36.41909) <END>
<START:location> Могилів-Подільський (48.45, 27.8) <END>
<START:location> Kalitintsy (49.30319, 26.48031) <END>
<START:location> Novoselytsia (49.89886, 29.62259) <END>
<START:location> Olshanka (50.56581, 34.36527) <END>
<START:location> Harasivka (47.95561, 35.36792) <END>
<START:location> Promenada (46.47855, 30.72718) <END>
<START:location> Piznie (50.84625, 31.08943) <END>
<START:location> Pylypy-Borivski (48.49589, 28.34595) <END>
<START:location> Mykolaivka (45.62147, 29.47445) <END>
<START:location> Zupynochnyi Punkt 43 Km (47.91149, 37.79158) <END>
<START:location> Adonis Pool (49.4125, -2.38278) <END>
<START:location> Nadezhdivka (45.799, 29.43538) <END>
<START:location> Rushir (48.39804, 24.91196) <END>
<START:location> Vasylivka (48.52652, 27.47376) <END>
<START:location> Stavok (49.85, 23.25) <END>
<START:location> Ozarychi (51.34856, 33.20429) <END>
<START:location> Chistopol’ye (47.38333, 36.81667) <END>
<START:location> Pleskachivka (49.9075, 37.59667) <END>
<START:location> Oshykhliby (48.42337, 25.70484) <END>
<START:location> Novyi Irzhavets (49.73046, 32.64475) <END>
<START:location> Apollonivka (50.83393, 27.96456) <END>
<START:location> Stantsiia Myliachi (51.65, 26.71667) <END>
<START:location> Kalinovka (46.98333, 34.55) <END>
<START:location> Slavne (48.00142, 32.88033) <END>
<START:location> Dubove (49.7494, 33.11831) <END>
<START:location> Khram Svyatykh Ravnoapostol’nykh Kirilla I Mefodiya (46.47825, 30.72146) <END>
<START:location> Malyn New Cemetery (50.78209, 29.20956) <END>
<START:location> Beregeli (49.64039, 27.34384) <END>
<START:location> Chumaky (48.09408, 38.4697) <END>
<START:location> Hubarivshchyna (51.64283, 33.26849) <END>
<START:location> Lypnyky (49.72886, 23.98457) <END>
<START:location> Kharkiv-Tovarnyy (50.05464, 36.16844) <END>
<START:location> Sysoyevka (46.66407, 34.07282) <END>
<START:location> Trykhatske (47.15249, 31.69778) <END>
<START:location> Kurakhove (47.9847, 37.27937) <END>
<START:location> Yanchokrak (47.53974, 35.39812) <END>
<START:location> Borova (48.95893, 38.39957) <END>
<START:location> Zastave (49.98333, 24.26667) <END>
<START:location> Velikiye Bazy (49.41667, 37.56667) <END>
<START:location> Chulativ (51.96862, 33.34707) <END>
<START:location> Novosadove (49.12688, 37.97031) <END>
<START:location> Piatok (50.0508, 28.4658) <END>
<START:location> Velyka Pavlivka (50.2393, 34.26945) <END>
<START:location> Suvyd (50.85743, 30.75859) <END>
<START:location> Travneve (47.01135, 35.46982) <END>
<START:location> Novenke (52.18341, 33.1574) <END>
<START:location> Rozdollia (48.26929, 35.74311) <END>
<START:location> Krasny Partizan (45.40387, 34.2223) <END>
<START:location> Prydniprovske (47.61967, 34.45873) <END>
<START:location> Kanivshchyna (50.53236, 32.23162) <END>
<START:location> Fedorivka (47.58172, 33.54111) <END>
<START:location> Pershotravneve (47.00005, 30.0653) <END>
<START:location> Mynivskoye (49.01583, 37.50306) <END>
<START:location> Hrytsenkove (50.97151, 34.70587) <END>
<START:location> Soldatske (48.91168, 33.53955) <END>
<START:location> Zupynochnyi Punkt 1256 Km (47.14757, 37.58795) <END>
<START:location> Krasnoshchokove (48.17044, 36.15201) <END>
<START:location> Slovianske (45.68493, 34.6943) <END>
<START:location> Gostinny Dvor (47.3666, 37.1) <END>
<START:location> Oleksandrivs'ke (47.28632, 38.09076) <END>
<START:location> Les Varendes (49.46194, -2.56667) <END>
<START:location> Ternovoye (47.27196, 37.56135) <END>
<START:location> Novosvitivka (47.19922, 30.23212) <END>
<START:location> Starodachne (47.5558, 30.11808) <END>
<START:location> Khrebet Smerek (48.65313, 23.51264) <END>
<START:location> Stepanky (48.77417, 27.85418) <END>
<START:location> Novovodolazhskiy Rayon (49.75, 35.83333) <END>
<START:location> Station Sartana (47.15369, 37.57409) <END>
<START:location> Novyi Kremenchuk (47.94836, 33.03593) <END>
<START:location> Nevytske (48.67472, 22.38813) <END>
<START:location> Tyshkivka (49.46632, 39.49488) <END>
<START:location> Novomylsk (50.50666, 26.29721) <END>
<START:location> Urochishche Kamenkoye (47.28484, 37.04521) <END>
<START:location> Dog and Lion Rocks (49.42361, -2.55) <END>
<START:location> Stantsiya Shostka (51.85, 33.48333) <END>
<START:location> Plaiuts (48.0983, 23.94622) <END>
<START:location> Yosyp Liudvykovych Kulchytskyi Children's and Youth Sports School (50.76752, 29.244) <END>
<START:location> Ustechko (48.76516, 25.61046) <END>
<START:location> Artemovka (45.46861, 32.82392) <END>
<START:location> Samarske (49.66656, 37.17785) <END>
<START:location> Unknown River (Raihorod) (49.08692, 31.96762) <END>
<START:location> Stara Bohdanivka (46.83784, 31.90889) <END>
<START:location> Prybillia (49.50643, 24.30445) <END>
<START:location> Vysochynivka (49.70678, 39.54987) <END>
<START:location> Vereskovyi Forest Park (50.75704, 29.22322) <END>
<START:location> Shyroke (48.51683, 34.29964) <END>
<START:location> Pustomytovskiy Rayon (49.75, 23.91667) <END>
<START:location> Urochishche Shershnevo (51.88291, 25.41942) <END>
<START:location> Verbivtsi (49.98534, 26.98231) <END>
<START:location> Faraonivka (46.32225, 29.62037) <END>
<START:location> Cobo Bay (49.476, -2.594) <END>
<START:location> Nahoriany (48.49605, 27.57431) <END>
<START:location> Pozhnia (50.50399, 35.32356) <END>
<START:location> Bobrovytsia (51.51953, 31.3615) <END>
<START:location> Burdivka (46.80673, 30.43656) <END>
<START:location> Dolgomostiska (49.76983, 23.42997) <END>
<START:location> Dovhe (51.32554, 26.44459) <END>
<START:location> Velikopisarevskiy Rayon (50.41667, 35.33333) <END>
<START:location> Gubin (48.28333, 36.08333) <END>
<START:location> Shcherbani (47.51979, 31.74856) <END>
<START:location> Kruhy (48.83651, 28.33187) <END>
<START:location> Novobohdanivka (46.87192, 31.96285) <END>
<START:location> Sieverne (48.12744, 37.66459) <END>
<START:location> Ishuv (50.97801, 23.9685) <END>
<START:location> Kanava Boyevaya (52.03564, 31.9255) <END>
<START:location> Zhashkiv Raion (49.246, 30.09773) <END>
<START:location> Volovets Raion (48.71396, 23.18712) <END>
<START:location> Komarhorodske (48.55822, 28.61143) <END>
<START:location> Zamostyshche (50.92683, 26.61709) <END>
<START:location> Tavriiske (46.37324, 32.56239) <END>
<START:location> Pershotravnevoye (51.09594, 34.02842) <END>
<START:location> Svyrydy (49.90398, 26.88147) <END>
<START:location> Novovesela (47.02592, 34.87958) <END>
<START:location> Pikivets (48.76145, 30.28347) <END>
<START:location> Sim Kolodiaziv (45.2991, 35.77163) <END>
<START:location> Tserkva Apostoliv Petra ta Pavla Rumunskoi Pravoslavnoi Tserkvy (45.5233, 29.12754) <END>
<START:location> Ocheretianka (50.21075, 29.8409) <END>
<START:location> Razdolye (44.97458, 33.69458) <END>
<START:location> Novoselivka (48.70099, 36.38989) <END>
<START:location> Zhukiv (50.40195, 26.97729) <END>
<START:location> Kurgan Mogila Golaya (47.88269, 34.76977) <END>
<START:location> Khmelnytske (50.44753, 24.93812) <END>
<START:location> Pekari (49.70309, 31.55332) <END>
<START:location> Cheremushky (46.43251, 30.71151) <END>
<START:location> Yurkivka (48.69131, 28.57951) <END>
<START:location> Ustynivka (51.34242, 27.93549) <END>
